Name,ActiveSubstance,Targ,AnaloguesText,AnalogsLinks,PharmaLink-href,Lots-href,Аптека/Адрес,Метро,Цена,As,Tf-Idf,KwFilt
Эндоксан® (Endoxan®),Циклофосфамид* (Cyclophosphamide*), — противоопухолевое,"




















































394.24 р.





132.40 р.




438.46 р.


694.61 р.








694.61 р.

438.46 р.
394.24 р.







132.40 р.




694.61 р.








","








132.40 р.



694.61 р.




















694.61 р.











394.24 р.




438.46 р.










438.46 р.

























694.61 р.








132.40 р.


394.24 р.
",https://www.rlsnet.ru/tn_index_id_3690.htm,"

https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/6973811/&page=/tn_index_id_3690.htm









https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/endoksan-36795/&page=/tn_index_id_3690.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=13&obj_nam=omnipharm&url=https://omnipharm.ru/catalog/lekarstvennye-preparaty/protivoopukholevye-sredstva/endoksan-50-mg-50-tabletki/&page=/tn_index_id_3690.htm






https://rlsnet.ru/away.php?obj=apteka&id_obj=13&obj_nam=omnipharm&url=http://omnipharm.ru/catalog/lekarstvennye-preparaty/protivoopukholevye-sredstva/endoksan-200-mg-1-fl/&page=/tn_index_id_3690.htm









https://rlsnet.ru/away.php?obj=apteka&id_obj=13&obj_nam=omnipharm&url=https://omnipharm.ru/catalog/lekarstvennye-preparaty/protivoopukholevye-sredstva/endoksan-1-g-1-flakon/&page=/tn_index_id_3690.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/endoksan-36794/&page=/tn_index_id_3690.htm


















https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/552699/&page=/tn_index_id_3690.htm


















https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/endoksan-36802/&page=/tn_index_id_3690.htm







https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/552899/&page=/tn_index_id_3690.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/endoksan-36796/&page=/tn_index_id_3690.htm






https://rlsnet.ru/away.php?obj=apteka&id_obj=13&obj_nam=omnipharm&url=https://omnipharm.ru/catalog/lekarstvennye-preparaty/protivoopukholevye-sredstva/endoksan_500_mg_1_fl/&page=/tn_index_id_3690.htm










","











АСНА  Сеславинская ул, 16 к 1, Москва  Экспресс заказ  09:00-21:00 Пн-Вс






















АСНА  Дмитровское ш, 30 к 1, Москва  Экспресс заказ  08:00-22:00 Пн-Пт, 09:00-21:00 Сб-Вс





































Росаптека  Люсиновская ул, 36/50, Москва  Экспресс заказ  09:00-22:00 Пн-Вс









Wer.ru  Дмитровское ш, 85, Москва  Экспресс заказ  08:00-23:00 Пн-Вс

















","








































































Серпуховская









Селигерская

















","











165₽Забрать сегодня






















521₽Забрать сегодня





































827₽Забрать сегодня









451₽Забрать сегодня

















","['циклофосфамид', 'cyclophosphamide']",{'противоопухолев': 0.1586573018135549},{'противоопухолев': 0.1586573018135549}
Эндотелон® (Endotelon®),C05B Препараты для лечения варикозного расширения вен," — уменьшающее ломкость и проницаемость капилляров, венотонизирующее, ангиопротективное","















","















",https://www.rlsnet.ru/tn_index_id_3692.htm,"















","















","















","















","['c05b', 'препарат', 'для', 'лечен', 'варикозн', 'расширен', 'вен']","{'уменьша': 5.746203190540153, 'ломкост': 5.746203190540153, 'проницаем': 2.5265280049901038, 'капилляр': 2.5265280049901038, 'венотонизирова': 0.6590739535520163, 'ангиопротективн': 1.0899772073550658}","{'уменьша': 5.746203190540153, 'ломкост': 5.746203190540153, 'проницаем': 2.5265280049901038, 'капилляр': 2.5265280049901038, 'венотонизирова': 0.6590739535520163, 'ангиопротективн': 1.0899772073550658}"
Эндофальк (Endofalk®),A06AD65 Макрогол в комбинации с другими препаратами, — слабительное,"












































































","












































































",https://www.rlsnet.ru/tn_index_id_30918.htm,"




https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jendofalk-por-d-r-ra-vnutr-55-32g-n6-0014720.html&page=/tn_index_id_30918.htm













https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/endofalk-por-dr-ra-vnutr-55-32g-n6-9042&page=/tn_index_id_30918.htm
















https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/2794111/&page=/tn_index_id_30918.htm




















https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/endofalk_n6_poroshok_dprigotovleniya_r-ra_klocke_pharma-service.html&page=/tn_index_id_30918.htm





https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/endofalk-186597/&page=/tn_index_id_30918.htm













","






























































Мицар-Н  Агрохимиков ул, 2, Одинцовский р-н, Новоивановское рп, Московская  Экспресс заказ  09:00-21:00 Пн-Вс













","












































































","






























































435₽Забрать сегодня













","['a06ad65', 'макрогол', 'в', 'комбинац', 'с', 'друг', 'препарат']",{'слабительн': 1.0899772073550658},{'слабительн': 1.0899772073550658}
Эндрюс ансвер (Andrews answer®),Кофеин + Парацетамол (Caffeine + Paracetamol)," — нормализующее функции органов ЖКТ,  антацидное, анальгезирующее","













","













",https://www.rlsnet.ru/tn_index_id_3693.htm,"













","













","













","













","['кофеин', 'парацетамол', 'caffeine', 'paracetamol']","{'нормализова': 1.0899772073550658, 'функц': 1.5491969672906811, 'орга': 5.746203190540153, 'жкт': 2.5265280049901038, 'антацидн': 1.5491969672906811, 'анальгезир': 0.24471183331373975}","{'нормализова': 1.0899772073550658, 'функц': 1.5491969672906811, 'орга': 5.746203190540153, 'жкт': 2.5265280049901038, 'антацидн': 1.5491969672906811, 'анальгезир': 0.24471183331373975}"
Эндрюс антацид (Andrews antacid),Кальция карбонат + Магния карбонат (Calcium carbonate + Magnesium carbonate)," — желчегонное, антацидное","









","









",https://www.rlsnet.ru/tn_index_id_3694.htm,"









","









","









","









","['кальц', 'карбонат', 'магн', 'карбонат', 'calcium', 'carbonate', 'magnesium', 'carbonate']","{'желчегон': 1.5491969672906811, 'антацидн': 1.5491969672906811}","{'желчегон': 1.5491969672906811, 'антацидн': 1.5491969672906811}"
Эндрюс ливер солт (Andrews liver salt),A02AX Антациды в других комбинациях," — желчегонное, слабительное, антацидное","













","













",https://www.rlsnet.ru/tn_index_id_3695.htm,"













","













","













","













","['a02ax', 'антацид', 'в', 'друг', 'комбинац']","{'желчегон': 1.5491969672906811, 'слабительн': 1.0899772073550658, 'антацидн': 1.5491969672906811}","{'желчегон': 1.5491969672906811, 'слабительн': 1.0899772073550658, 'антацидн': 1.5491969672906811}"
Эндур-B (Endur-B®),Поливитамины (Multivitamins)," — нормализующее обменные процессы, восполняющее дефицит витаминов группы B","





















","





















",https://www.rlsnet.ru/tn_index_id_1537.htm,"





















","





















","





















","





















","['поливитамин', 'multivitamins']","{'нормализова': 1.0899772073550658, 'обмен': 1.5491969672906811, 'процесс': 1.0899772073550658, 'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'витамин': 0.3443618097546108, 'групп': 5.746203190540153, 'b': 5.746203190540153}","{'нормализова': 1.0899772073550658, 'обмен': 1.5491969672906811, 'процесс': 1.0899772073550658, 'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'витамин': 0.3443618097546108, 'групп': 5.746203190540153, 'b': 5.746203190540153}"
Эндур-ВМ (Endur-VM®),Поливитамины + Минералы (Multivitamins + Minerals), — восполняющее дефицит витаминов и микроэлементов,"















","















",https://www.rlsnet.ru/tn_index_id_6620.htm,"















","















","















","















","['поливитамин', 'минера', 'multivitamins', 'minerals']","{'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'витамин': 0.3443618097546108, 'микроэлемент': 2.5265280049901038}","{'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'витамин': 0.3443618097546108, 'микроэлемент': 2.5265280049901038}"
Эндур-Е 200 (Endur-E 200®),Витамин Е + Кальция фосфат (Vitamin E + Calcium phosphate)," — восполняющее дефицит витамина E и кальция, антиоксидантное","

















","

















",https://www.rlsnet.ru/tn_index_id_6619.htm,"

















","

















","

















","

















","['витамин', 'е', 'кальц', 'фосфат', 'vitamin', 'e', 'calcium', 'phosphate']","{'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'витамин': 0.3443618097546108, 'e': 5.746203190540153, 'кальц': 1.0899772073550658, 'антиоксидантн': 1.0899772073550658}","{'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'витамин': 0.3443618097546108, 'e': 5.746203190540153, 'кальц': 1.0899772073550658, 'антиоксидантн': 1.0899772073550658}"
Эндурацин (Endur-acin®),Никотиновая кислота* (Nicotinic acid*)," — антикоагулянтное, метаболическое, улучшающее микроциркуляцию, сосудорасширяющее, гиполипидемическое","























","























",https://www.rlsnet.ru/tn_index_id_3696.htm,"























","























","























","























","['никотинов', 'кислот', 'nicotinic', 'acid']","{'антикоагулянтн': 2.5265280049901038, 'метаболическ': 0.3043916288856166, 'улучша': 0.45834520610753965, 'микроциркуляц': 1.5491969672906811, 'сосудорасширя': 0.5428990059264057, 'гиполипидемическ': 0.8273530556212105}","{'антикоагулянтн': 2.5265280049901038, 'метаболическ': 0.3043916288856166, 'улучша': 0.45834520610753965, 'микроциркуляц': 1.5491969672906811, 'сосудорасширя': 0.5428990059264057, 'гиполипидемическ': 0.8273530556212105}"
Энема Клин (Enema Kleen),A06AG01 Натрия фосфат, — слабительное,"














































","














































",https://www.rlsnet.ru/tn_index_id_47928.htm,"https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/enema-klin-304649/&page=/tn_index_id_47928.htm














https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/1847511/&page=/tn_index_id_47928.htm































","120/80  Новогиреевская ул, 4к1, Москва  Аптека.ру  08:00-21:00 Пн-Пт, 09:00-21:00 Сб-Вс














































","Перово














































","337₽Забрать 7 мая














































","['a06ag01', 'натр', 'фосфат']",{'слабительн': 1.0899772073550658},{'слабительн': 1.0899772073550658}
